DOI,Authors,Section,Date,Feature
https://doi.org/10.48550/arXiv.2503.18072,"Germán Capdehourat, Isabel Amigo, Brian Lorenzo, Joaquín Trigo",CL,23/03/2025,"effectiveness llm automatic grading open ended question spanish grading be time consuming laborious task educator must face . be important task provide feedback signal to learner , have be demonstrate timely feedback improve learning process . recent year , irruption llm have shed light effectiveness automatic grading . paper , explore performance different llm prompt technique automatically grade short text answer to open ended question . most literature , study focus use case where question , answer , prompt be spanish . experimental result compare automatic score to human expert evaluator show good outcome term accuracy , precision consistency advanced llm , open proprietary . result be notably sensitive to prompt style , suggest bias certain word content prompt . however , best combination model prompt strategy , consistently surpass accuracy % three level grading task , which even rise up to more % when be simplify to binary right wrong rating problem , which demonstrate potential llm have to implement type automation education application ."
https://doi.org/10.48550/arXiv.2503.18071,"Zhiyu Lin, Yifei Gao, Xian Zhao, Yunfan Yang, Jitao Sang",CL,23/03/2025,"mind eye : language reason to multimodal reason language model have recently advance realm reasoning , be multimodal reasoning can fully unlock potential to achieve more comprehensive , human like cognitive capability . survey provide systematic overview recent multimodal reason approach , categorize two level : language centric multimodal reasoning collaborative multimodal reasoning . former encompasses one pass visual perception active visual perception , where vision primarily serve support role language reasoning . latter involve action generation state update reason process , enable more dynamic interaction modality . furthermore , analyze technical evolution method , discuss inherent challenge , introduce key benchmark task evaluation metric assess multimodal reason performance . finally , provide insight future research direction follow two perspective : ( i ) visual language reason to omnimodal reasoning ( ii ) multimodal reason to multimodal agent . survey aim to provide structured overview that will inspire further advancement multimodal reason research ."
https://doi.org/10.48550/arXiv.2503.18069,"Si Shen, Fei Huang, Zhixiao Zhao, Chang Liu, Tiansheng Zheng, Danhao Zhu",CL,23/03/2025,"long be more important difficult train reasoning model difficult problem , which often result long reasoning trace , be widely recognize key factor enhance performance reason model . however , such high challenge problem be scarce , limit size available datasets . paper , propose simple method to decouple reliance problem difficulty . first , empirically demonstrate reason length , rather problem difficulty , primarily influence performance trained model . second , identify scaling law reason length , show model performance increase log linear fashion reason data length grows . finally , introduce straightforward technique to generate reason data arbitrary length , show synthesize data be effective train reason model . fine tune language model dataset , present model , , which achieve remarkable performance only training sample , achieve % accuracy math , % gpqa outperform . model , code , dataset be open sourced , available http url ."
https://doi.org/10.48550/arXiv.2503.18063,"Pieyi Zhang, Richong Zhang, Zhijie Nie",CL,23/03/2025,"dynamic task vector group efficient multi task prompt tuning multi task prompt tune utilizes multiple high resource source task to improve performance low source target task . exist approach transfer soft prompt train combine source task single high similar source task one time only . however , find optimal transfer performance often come combination source task , which be one . far , find similarity source target task also change dynamically fine tuning transfer , make similarity calculation initiation stage inadequate . to address issue , propose method call dynamic task vector grouping ( dtvg ) , whose core idea contain ( ) measure task similarity task vector instead soft prompt , ( ) group optimal source task combination base two metric : { target similarity } { knowledge consistency } ; ( ) dynamically update combination iteration step . extensive experiment nlp datasets different setting demonstrate dtvg effectively group similar source task reduce negative transfer , achieve start of art performance ."
https://doi.org/10.48550/arXiv.2503.18062,"Anh Duc Nguyen, Hieu Minh Phi, Anh Viet Ngo, Long Hai Trieu, Thai Phuong Nguyen",CL,23/03/2025,"investigate recent large language model vietnamese machine reading comprehension large language model ( llm ) have show remarkable proficiency machine reading comprehension ( mrc ) task ; however , effectiveness low resource language vietnamese remains largely unexplored . paper , fine tune evaluate two state of the art llm : llama ( parameter ) gemma ( parameter ) , vimmrc , vietnamese mrc dataset . utilize quantized low rank adaptation ( qlora ) , efficiently fine tune model compare performance powerful llm based baseline . fine tuned model be small , outperform traditional bert based approach large model . demonstrate effectiveness fine tuning process , showcasing how modern llm can surpass capability old model bert still be suitable deployment resource constrained environment . intensive analysis , explore various aspect model performance , provide valuable insight adapt llm low resource language vietnamese . study contribute to advancement natural language processing low resource language , make fine tuned model publicly available : http url ."
https://doi.org/10.48550/arXiv.2503.18008,"Kyuyoung Kim, Jinwoo Shin, Jaehyung Kim",CL,23/03/2025,"personalize language model privacy preserving evolutionary model merge personalization large language model ( llm ) seek to tailor model to individual user user group preference . prompt based method augment query user preference information , training based method directly encode preference model parameter more effective personalization . achieve success personalize llm , prior method often fail to directly optimize task specific metric lack explicit privacy preservation mechanism . to address limitation , propose privacy preserving model merge evolutionary algorithm ( prime ) , novel approach to personalization employ gradient free method to directly optimize task specific metric preserve user privacy . incorporate privacy preservation optimization , prime produce personalized module that effectively capture target user preference minimize privacy risk user share private information . experiment lamp benchmark show prime outperforms prompt based training based method , achieve up to % performance improvement prior art . further analysis show prime achieve significantly well privacy utility trade off , highlight potential evolutionary approach privacy preserving llm personalization ."
https://doi.org/10.48550/arXiv.2503.17994,"Xin Xue, Haoyi Zhou, Tianyu Chen, Shuai Zhang, Yizhou Long, Jianxin Li",CL,23/03/2025,"instruct architecture search spatial temporal sequence forecasting llm spatial temporal sequence forecasting ( stsf ) be long standing research problem widespread real world application . neural architecture search ( nas ) , which automate neural network design , have be show effective tackle stsf problem . however , exist na method stsf focus generate architecture time consuming data driven fashion , which heavily limit ability to use background knowledge explore complicate search trajectory . large language model ( llm ) have show remarkable ability decision making comprehensive internal world knowledge , how could benefit na stsf remain unexplored . paper , propose novel nas method stsf base llm . instead directly generate architecture llm , inspire llm capability multi level enhancement mechanism . specifically , step level , decompose generation task decision step powerful prompt engineering inspire llm to serve instructor architecture search base internal knowledge . instance level , utilize one step tuning framework to quickly evaluate architecture instance memory bank to cumulate knowledge to improve llm search ability . task level , propose two stage architecture search , balance exploration stage optimization stage , to reduce possibility be trap local optimum . extensive experimental result demonstrate method can achieve competitive effectiveness superior efficiency exist nas method stsf ."
https://doi.org/10.48550/arXiv.2503.17965,"Beining Xu, Arkaitz Zubiaga",CL,23/03/2025,"understand effect rlhf quality detectability llm generated text large language model ( llm ) have demonstrate exceptional performance range downstream nlp task generate text that closely resemble human write . however , ease achieve similarity raise concern potential malicious us scale bad actor , llm generated text become increasingly difficult to discern human text . detection method have be develop to address issue , bad actor can far manipulate llm generated text to make less detectable . work , study how further edit text reinforcement learn human feedback ( rlhf ) , which align model output human preference , affect ( ) quality generated text two task , ( b ) performance llm generated text detector , look training based zero shot detection method . rlhf improve quality llm generated text , find also tend to produce more detectable , lengthy , repetitive output . additionally , observe training based detector be vulnerable to short text to texts incorporate code , zero shot detector exhibit great robustness ."
https://doi.org/10.48550/arXiv.2503.17963,"Guijin Son, Hyunwoo Ko, Haneral Jung, Chami Hwang",CL,23/03/2025,"won : establishing best practice korean financial nlp work , present first open leaderboard evaluate korean large language model focus finance . operate about eight week , leaderboard evaluate submission closed benchmark cover five mcqa category : finance accounting , stock price prediction , domestic company analysis , financial market , financial agent task one open ended qa task . building insight evaluation , release open instruction dataset instance summarize widely used training strategy observe top performing model . finally , introduce win , fully open transparent llm build use best practice . hope contribution help advance development good safer financial llm korean other language ."
https://doi.org/10.48550/arXiv.2503.17952,"Divyansh Singh, Manuel Nunez Martinez, Bonnie J. Dorr, Sonja Schmer Galunder",CL,23/03/2025,"slide : slide localize information document extraction construct accurate knowledge graph long text low resource language be challenge , large language model ( llm ) experience degrade performance long input chunk . problem be amplify low resource setting where data scarcity hinders accurate entity relationship extraction . contextual retrieval method , improve retrieval accuracy , struggle long document . truncate critical information text exceed maximum context length llm , significantly limit knowledge graph construction . introduce slide ( slide localize information document extraction ) , chunk method that process long document generate local context overlap window . slide ensure essential contextual information be retain , enhance knowledge graph extraction document exceed llm context limit . significantly improve graphrag performance , achieve % increase entity extraction % improvement relationship extraction english . afrikaans , low resource language , slide achieve % increase entity extraction % improvement relationship extraction . furthermore , improve state of the art question answering metric such comprehensiveness , diversity empowerment , demonstrate effectiveness multilingual resource constrained setting ."
https://doi.org/10.48550/arXiv.2503.17936,"Riya Naik, Ashwin Srinivasan, Estrid He, Swati Agarwal",CL,23/03/2025,"empirical study role incompleteness ambiguity interaction large language model natural language medium human computer interaction have long be anticipate , have be undergo sea change advent large language model ( llm ) startle capacity processing generating language . many now treat llm modern day oracle , ask almost kind question . delphic predecessor , consult llm do not have to be single turn activity ( ask question , receive answer , leave ) ; also pythia be widely acknowledge answer llm can be improve additional context . paper , aim to study when need multi turn interaction llm to successfully get question answer ; conclude question be unanswerable . present neural symbolic framework that model interaction human llm agent . propose framework , define incompleteness ambiguity question property deducible message exchange interaction , provide result benchmark problem , which answer correctness be show to depend not question demonstrate presence incompleteness ambiguity ( accord to property identify ) . result show multi turn interaction be usually require datasets which have high proportion incompleteness ambiguous question ; increase interaction length have effect reduce incompleteness ambiguity . result also suggest measure incompleteness ambiguity can be useful tool characterise interaction llm question answeringproblems"
https://doi.org/10.48550/arXiv.2503.17933,"Justice Ou, Tinglin Huang, Yilun Zhao, Ziyang Yu, Peiqing Lu, Rex Ying",CL,23/03/2025,"experience retrieval augmentation electronic health record enable accurate discharge qa to improve reliability large language model ( llm ) clinical application , retrieval augmented generation ( rag ) be extensively apply to provide factual medical knowledge . however , general medical knowledge open ended datasets , clinical case based knowledge be also critical effective medical reasoning , provide context ground real world patient experience . motivate , propose experience retrieval augmentation - exprag framework base electronic health record ( ehr ) , aim to offer relevant context other patient ' discharge report . exprag performs retrieval coarse to fine process , utilize ehr based report ranker to efficiently identify similar patient , follow experience retriever to extract task relevant content enhanced medical reasoning . to evaluate exprag , introduce dischargeqa , clinical qa dataset discharge related question diagnosis , medication , instruction task . problem be generate use ehr data to ensure realistic challenging scenario . experimental result demonstrate exprag consistently outperform text based ranker , achieve average relative improvement % , highlight importance case based knowledge medical reasoning ."
https://doi.org/10.48550/arXiv.2503.17932,"Xunguang Wang, Wenxuan Wang, Zhenlan Ji, Zongjie Li, Pingchuan Ma, Daoyuan Wu, Shuai Wang",CL,23/03/2025,"stshield : single token sentinel real time jailbreak detection large language model large language model ( llm ) have become increasingly vulnerable to jailbreak attack that circumvent safety mechanism . exist defense method suffer adaptive attack require computationally expensive auxiliary model , present stshield , lightweight framework real time jailbroken judgement . stshield introduce novel single token sentinel mechanism that append binary safety indicator to model response sequence , leverage llm own alignment capability detection . framework combine supervise fine tuning normal prompt adversarial train use embedding space perturbation , achieve robust detection preserve model utility . extensive experiment demonstrate stshield successfully defend various jailbreak attack , maintain model performance legitimate query . compare to exist approach , stshield achieves superior defense performance minimal computational overhead , make practical solution real world llm deployment ."
https://doi.org/10.48550/arXiv.2503.17922,"Youhui Zuo, Sibo Wei, Chen Zhang, Zhuorui Liu, Wenpeng Lu, Dawei Song",CL,23/03/2025,"windowkv : task adaptive group wise kv cache window selection efficient llm inference advancement long context inference capability large language model ( llm ) , kv cache have become one foundational component . however , substantial gpu memory consumption make kv cache compression key technique enable efficient llm inference industrial scenario . recent study have focus optimize memory occupy kv cache , overlook two critical factor : preserve semantic coherence consider task specific characteristic compression . to address limitation , propose novel task adaptive kv cache window selection method , windowkv . windowkv dynamically select local semantic window consist consecutive token , accord to task specific characteristic , ensure retain kv cache capture continuous , essential context . additionally , introduce intra group layer kv cache index share strategy to reduce computational overhead , achieve balance performance efficiency . rigorously evaluate windowkv longbench benchmark , result demonstrate maintain performance comparable to full kv cache retention use only % original kv cache , significantly reduce memory requirement . furthermore , method also achieve state of the art result needle in a haystack evaluation , highlight effectiveness robustness ."
https://doi.org/10.48550/arXiv.2503.17900,"Hsin-Ling Hsu, Cong-Tinh Dao, Luning Wang, Zitao Shuai, Thao Nguyen Minh Phan, Jun-En Ding, Chun-Chieh Liao, Pengfei Hu, Xiaoxue Han, Chih-Ho Hsu, Dongsheng Luo, Wen-Chih Peng, Feng Liu, Fang-Ming Hung, Chenwei Wu",CL,23/03/2025,"medplan : two stage rag based system personalized medical plan generation recent success apply large language model ( llm ) to electronic health record ( ehr ) , most system focus primarily assessment rather treatment planning . identify three critical limitation current approach : generate treatment plan single pas rather follow sequential reasoning process use clinician ; rarely incorporate patient specific historical context ; fail to effectively distinguish subjective objective clinical information . motivate soap methodology ( subjective , objective , assessment , plan ) , introduce medplan , novel framework that structure llm reason to align real life clinician workflow . approach employ two stage architecture first generate clinical assessment base patient symptom objective data , then formulate structured treatment plan inform assessment enrich patient specific information retrieval augmented generation . comprehensive evaluation demonstrate method significantly outperform baseline approach assessment accuracy treatment plan quality ."
https://doi.org/10.48550/arXiv.2503.17882,"Shengyun Si, Xinpeng Wang, Guangyao Zhai, Nassir Navab, Barbara Plank",CL,22/03/2025,"think refusal : trigger safety reflection llm to mitigate false refusal behavior recent advancement large language model ( llm ) have demonstrate fine tuning human alignment can render llms harmless . practice , such harmlessness behavior be mainly achieve train model to reject harmful request , such explain how to burn down neighbor house , where model appropriately decline to respond . however , approach can inadvertently result false refusal , where model reject benign query well , such tell how to kill python process . work , demonstrate prompt safety reflection generate response can mitigate false refusal behavior . building finding , introduce think before refusal ( tbr ) schema conduct safety aware instruction fine tuning incorporating safety reflection . ablation study pre trained model , show model fine tune safety reflection significantly reduce false refusal behavior maintain safety overall performance compare to fine tuned safety reflection ."
https://doi.org/10.48550/arXiv.2503.17876,"Kaiwen Zuo, Jing Tang, Hanbing Qin, Binli Luo, Ligang He, Shiyan Tang",CL,22/03/2025,"satisfactory medical consultation base terminology enhanced information retrieval emotional in context learning recent advancement large language model ( llm ) have mark significant progress understanding respond to medical inquiry . however , performance still fall short standard set professional consultation . paper introduce novel framework medical consultation , comprise two main module : terminology enhanced information retrieval ( teir ) emotional in context learning ( eicl ) . teir ensures implicit reason utilization inductive knowledge key terminology retrieval , overcome limitation restricted domain knowledge public database . additionally , module feature capability process long context . eicl module aid generate sentence high attribute relevance memorize semantic attribute information unlabelled corpus apply control retrieval required information . furthermore , dataset comprise consultation record be compile china , significantly enhance model capability complex dialogue proactive inquiry initiation . comprehensive experiment demonstrate propose method effectiveness extend context window length exist llm . experimental outcome extensive data validate framework superiority five baseline model term bleu rouge performance metric , substantial lead certain capability . notably , ablation study confirm significance teir eicl component . addition , new framework have potential to significantly improve patient satisfaction real clinical consulting situation ."
https://doi.org/10.48550/arXiv.2503.17860,"Felix Faltings, Wei Wei, Yujia Bao",CL,22/03/2025,"enhance retrieval system inference time logical reasoning traditional retrieval method rely transform user query vector representation retrieve document base cosine similarity embedding space . efficient scalable , approach often fail to handle complex query involve logical construct such negation , conjunction , disjunction . paper , propose novel inference time logical reasoning framework that explicitly incorporate logical reason retrieval process . method extract logical reason structure natural language query then compose individual cosine similarity score to formulate final document score . approach enable retrieval process to handle complex logical reasoning compromise computational efficiency . result synthetic real world benchmark demonstrate propose method consistently outperform traditional retrieval method different model datasets , significantly improve retrieval performance complex query ."
https://doi.org/10.48550/arXiv.2503.17811,"Wenqi Pei, Hailing Xu, Hengyuan Zhao, Shizheng Hou, Han Chen, Zining Zhang, Pingyi Luo, Bingsheng He",CL,22/03/2025,"feather sql : lightweight framework dual model collaboration paradigm small language model natural language to sql ( ) have see significant advancement large language model ( llm ) . however , model often depend closed source system high computational resource , pose challenge data privacy deployment . contrast , small language model ( slms ) struggle task , exhibit poor performance incompatibility exist framework . to address issue , introduce feather sql , new lightweight framework tailor slms . feather sql improves sql executability accuracy ) schema pruning linking , ) multi path multi candidate generation . additionally , introduce model collaboration paradigm , which pair strong general purpose chat model fine tuned sql specialist , combine strong analytical reasoning high precision sql generation . experimental result bird demonstrate feather sql improves performance slms , % boost model fine tuning . propose paradigm raise accuracy ceiling slms to % , highlight effectiveness ."
https://doi.org/10.48550/arXiv.2503.17810,"Farhan Farsi, Parnian Fazel, Sepand Haghighi, Sadra Sabouri, Farzaneh Goshtasb, Nadia Hajipour, Ehsaneddin Asgari, Hossein Sameti",CL,22/03/2025,"parsipy : nlp toolkit historical persian text python study historical language present unique challenge due to complex orthographic system , fragmentary textual evidence , absence standardized digital representation text language . tackle challenge need special nlp digital tool to handle phonetic transcription analyze ancient text . work introduce parsipy , nlp toolkit design to facilitate analysis historical persian language offer module tokenization , lemmatization , part of speech tagging , phoneme to transliteration conversion , word embedding . demonstrate utility toolkit processing parsig ( middle persian ) text , highlight potential expand computational method study historical language . work , contribute to computational philology , offering tool that can be adapt broad study ancient text digital preservation ."
https://doi.org/10.48550/arXiv.2503.17799,"Yuhang Jiang, Ramakanth Kavuluru",CL,22/03/2025,"relation extraction instance adapted predicate description relation extraction ( re ) be standard information extraction task play major role downstream application such knowledge discovery question answer . decoder only large language model be excel generative task , small encoder model be still go to architecture re . paper , revisit fine tuning such small model use novel dual encoder architecture joint contrastive cross entropy loss . previous method that employ fixed linear layer predicate representation , approach use second encoder to compute instance specific predicate representation infuse real entity span correspond input instance . conduct experiment two biomedical re datasets two general domain datasets . approach achieve score improvement range % to % state of the art method simple elegant formulation . ablation study justify importance various component build propose architecture ."
https://doi.org/10.48550/arXiv.2503.17755,"Sharan Maiya, Yinhong Liu, Ramit Debnath, Anna Korhonen",CL,22/03/2025,"improve preference extraction llm identify latent knowledge classify probe large language model ( llm ) be often use automated judge to evaluate text , effectiveness can be hinder various unintentional bias . propose use linear classify probe , train leverage difference contrast pair prompt , to directly access llm ' latent knowledge extract more accurate preference . extensive experiment use model vary size four different family six diverse datasets assess text quality evaluation common sense reasoning , demonstrate supervise unsupervised probing approach consistently outperform traditional generation based judgement maintain similar computational cost . probe generalise domain shift can even outperform finetuned evaluator same training data size . result suggest linear probe offer accurate , robust computationally efficient approach llm as judge task provide interpretable insight how model encode judgement relevant knowledge . data code will be openly release future ."
https://doi.org/10.48550/arXiv.2503.17753,"Hojun Cho, Donghu Kim, Soyoung Yang, Chan Lee, Hunjoo Lee, Jaegul Choo",CL,22/03/2025,"build resource constrained language agent : korean case study chemical toxicity information language agent power large language model ( llm ) face significant deployment challenge resource constrained environment , particularly specialized domain less common language . paper present tox chat , korean chemical toxicity information agent devise limitation . propose two key innovation : context efficient architecture that reduce token consumption hierarchical section search , scenario based dialogue generation methodology that effectively distill tool using capability large model . experimental evaluation demonstrate fine tuned parameter model substantially outperform untuned model baseline approach , term db faithfulness preference . work offer valuable insight researcher develop domain specific language agent practical constraint ."
https://doi.org/10.48550/arXiv.2503.17739,"Chatrine Qwaider, Bashar Alhafni, Kirill Chirkunov, Nizar Habash, Ted Briscoe",CL,22/03/2025,"enhance arabic automate essay score synthetic data error injection automate essay scoring ( aes ) play crucial role assess language learner ' write quality , reduce grade workload , provide real time feedback . arabic aes system be particularly challenge lack annotated essay datasets . paper present novel framework leverage large language model ( llm ) transformer to generate synthetic arabic essay datasets aes . prompt llm to generate essay cefr proficiency level introduce control error injection use fine tuned standard arabic bert model error type prediction . approach produce realistic human like essay , contribute dataset annotated essay . additionally , develop bert based auto marking system accurate scalable arabic essay evaluation . experimental result demonstrate effectiveness framework improve arabic aes performance ."
https://doi.org/10.48550/arXiv.2503.17684,"Dhruv Sahnan, David Corney, Irene Larraz, Giovanni Zagni, Ruben Miguez, Zhuohan Xie, Iryna Gurevych, Elizabeth Churchill, Tanmoy Chakraborty, Preslav Nakov",CL,22/03/2025,"can llms automate fact checking article writing ? automatic fact checking aim to support professional fact checker offer tool that can help speed up manual fact checking . yet , exist framework fail to address key step produce output suitable broad dissemination to general public : human fact checker communicate finding fact checking article , automate system typically produce little justification assessment . here , aim to bridge gap . argue need to extend typical automatic fact checking pipeline automatic generation full fact checking article . first identify key desideratum such article series interview expert lead fact checking organization . then develop qraft , llm based agentic framework that mimic write workflow human fact checker . finally , assess practical usefulness qraft human evaluation professional fact checker . evaluation show qraft outperforms several previously propose text generation approach , lag considerably expert written article . hope work will enable further research new important direction ."
https://doi.org/10.48550/arXiv.2503.17662,"Ke Ji, Yixin Lian, Linxu Li, Jingsheng Gao, Weiyuan Li, Bin Dai",CL,22/03/2025,"enhance persona consistency llm ' role playing use persona aware contrastive learning recent year , large language model ( llm ) have achieve progress many dialogue generation task . however , lack emotion fine grained role awareness limit model ability to provide personalized diverse interaction far . current method face high cost collect high quality annotate data scenario such role playing , traditional human alignment method be difficult to deploy due to inherent diversity model behavior role playing scenario . inspire alignment model safety behavior rlhf ( reinforcement learn human feedback ) , paper , revisit model role playing behavior perspective persona alignment propose novel annotation free framework name { { p } } ersona aware { { c } } ontrastive { { l } } earn ( pcl ) to align llm ' behavior role playing , enhance model role consistency . specifically , first design role chain method to encourage model to self question base role characteristic dialogue context to adjust personality consistency . then , further enhance model role playing strategy iterative contrastive learning use role characteristic not . experiment black box white box llm show llm equip pcl significantly outperform vanilla llm automatic evaluation method ( chareval \ & ) human expert evaluation ."
https://doi.org/10.48550/arXiv.2503.17599,"Zheqing Li, Yiying Yang, Jiping Lang, Wenhao Jiang, Yuhang Zhao, Shuang Li, Dingqian Wang, Zhu Lin, Xuanna Li, Yuze Tang, Jiexian Qiu, Xiaolin Lu, Hongji Yu, Shuang Chen, Yuhua Bi, Xiaofei Zeng, Yixian Chen, Junrong Chen, Lin Yao",CL,22/03/2025,"gpbench : comprehensive fine grained benchmark evaluate large language model general practitioner general practitioner ( gps ) serve cornerstone primary healthcare system provide continuous comprehensive medical service . however , due to community oriented nature practice , uneven training resource gap , clinical proficiency gps can vary significantly region healthcare setting . currently , large language model ( llm ) have demonstrate great potential clinical medical application , make promising tool support general practice . however , most exist benchmark evaluation framework focus exam style assessments typically multiple choice question lack comprehensive assessment set that accurately mirror real world scenario encounter gps . to evaluate how effectively llms can make decision daily work gps , design gpbench , which consist test question clinical practice novel evaluation framework . test set include multiple choice question that assess fundamental knowledge general practice , as well realistic , scenario based problem . question be meticulously annotate expert , incorporate rich fine grained information relate to clinical management . propose llm evaluation framework be base competency model general practice , provide comprehensive methodology assess llm performance real world setting . first large model evaluation set target gp decision making scenario , gpbench allow to evaluate current mainstream llm . expert assessment evaluation reveal area such disease staging , complication recognition , treatment detail , medication usage , model exhibit least ten major shortcoming . overall , exist llm be not yet suitable independent use real world gp work scenario human oversight ."
https://doi.org/10.48550/arXiv.2503.17579,"Suet-Ying Lam, Qingcheng Zeng, Jingyi Wu, Rob Voigt",CL,21/03/2025,"leverage human production interpretation asymmetry to test llm cognitive plausibility large language model ( llm ) process language similarly to human have be subject much theoretical practical debate . examine question lens production interpretation distinction find human sentence processing evaluate extent to which instruction tuned llm replicate distinction . use empirically document asymmetry production interpretation human implicit causality verb testbed , find llm do quantitatively qualitatively reflect human like asymmetry production interpretation . demonstrate behavior hold depend model size - large model more likely to reflect human like pattern choice meta linguistic prompt use to elicit behavior ."
https://doi.org/10.48550/arXiv.2503.17523,"Linlu Qiu, Fei Sha, Kelsey Allen, Yoon Kim, Tal Linzen, Sjoerd van Steenkiste",CL,21/03/2025,"bayesian teaching enables probabilistic reasoning large language model artificial intelligence system base large language model ( llm ) be increasingly use agent interact user world . to do so successfully , llm need to construct internal representation world form probabilistic belief representation . to provide user personalized recommendation , example , llm need to gradually infer user preference , course multiple interaction . to evaluate contemporary llm be able to do so , use bayesian inference framework probability theory , which lay out optimal way to update agent belief receive new information . first show llm do not update belief expect bayesian framework , consequently prediction do not improve as expect more information become available , even less so find be case human . to address issue , teach llm to reason bayesian manner train to mimic prediction optimal bayesian model . find approach not only significantly improve llm performance particular recommendation task be train , also enable generalization to other task . suggest method endow llm broad bayesian reasoning skill . more generally , result indicate llm can learn reason strategy effectively generalize skill to new domain , which part explain llm ' empirical success ."
https://doi.org/10.48550/arXiv.2503.17514,"Ken Ziyu Liu, Christopher A. Choquette-Choo, Matthew Jagielski, Peter Kairouz, Sanmi Koyejo, Percy Liang, Nicolas Papernot",CL,21/03/2025,"language model may verbatim complete textthey be not explicitly train important question today be give text be use to train large language model ( llm ) . { completion } test be often employ : check llm complete sufficiently complex text . , however , require ground truth definition membership ; most commonly , be define member base $ n $  gram overlap target text text dataset . work , demonstrate $ n $  gram base membership definition can be effectively game . study scenario where sequence be { non member } give $ n $ find completion test still succeed . find many natural case phenomenon retrain llm scratch remove training sample that be complete ; case include exact duplicate , near duplicate , even short overlap . showcase be difficult to find single viable choice $ n $ membership definition . use insight , design adversarial datasets that can cause give target sequence to be complete contain , reasonable choice $ n $ . finding highlight inadequacy $ n $  gram membership , suggest membership definition fail to account auxiliary information available to training algorithm ."
https://doi.org/10.48550/arXiv.2503.17509,"Joseph Gatto, Parker Seegmiller, Timothy Burdick, Inas S. Khayal, Sarah DeLozier, Sarah M. Preum",CL,21/03/2025,"follow up question generation enhanced patient provider conversation follow up question generation be essential feature dialogue system can reduce conversational ambiguity enhance modeling complex interaction . conversational context often pose core nlp challenge such ( i ) extract relevant information bury fragmented data source , ( ii ) model parallel thought process . two challenge occur frequently medical dialogue doctor ask question base not only patient utterance also prior ehr data current diagnostic hypothesis . ask medical question asynchronous conversation compound issue doctor can only rely static ehr information to motivate follow up challenge , introduce followupq , novel framework enhance asynchronous medical conversation . followupq be multi agent framework that process patient message ehr data to generate personalized follow up question , clarify patient reported medical condition . followupq reduce requisite provider follow up communication % . also improve performance % % real synthetic data , respectively . also release first public dataset asynchronous medical message link ehr data alongside follow up question write clinical expert wider nlp research community ."
https://doi.org/10.48550/arXiv.2503.17489,"Shu Pu, Yaochen Wang, Dongping Chen, Yuhang Chen, Guohao Wang, Qi Qin, Zhongyi Zhang, Zhiyuan Zhang, Zetong Zhou, Shuang Gong, Yi Gui, Yao Wan, Philip S. Yu",CL,21/03/2025,"judge anything : mllm judge modality evaluate generative foundation model open ended multimodal understanding ( mmu ) generation ( mmg ) task diverse modality ( , image , audio , video ) pose significant challenge due to complexity cross modal interaction . to end , idea utilize multimodal llm ( mllms ) automate judge have emerge , encouraging result assess vision language understanding task . move far , paper extend mllm as a judge modality to unified manner introduce two benchmark , taskanything judgeanything , to respectively evaluate overall performance judge capability mllms any to any modality task . specifically , taskanything evaluate mmu mmg capability any to any modality category , employ query curated well established benchmark . furthermore , judgeanything evaluate judging capability advanced ( , ) perspective pair comparison score evaluation , provide standardized testbed that incorporate human judgment detailed rubric . extensive experiment reveal mllms show promise assess mmu ( , achieve average % pair comparison set % score evaluation set ) , encounter significant challenge mmg task ( , average only % pair comparison set % score evaluation set ) , expose cross modality bias hallucination issue . to address , present omniarena , automated platform evaluate omni model multimodal reward model . work highlight need fair evaluation protocol strong alignment human preference . source code dataset be publicly available : http url ."
https://doi.org/10.48550/arXiv.2503.17485,"Lama Ayash, Hassan Alhuzali, Ashwag Alasmari, Sultan Aloufi",CL,21/03/2025,"saudiculture : benchmark evaluate large language model cultural competence saudi arabia large language model ( llm ) have demonstrate remarkable capability natural language processing ; however , often struggle to accurately capture reflect cultural nuance . research address challenge focus saudi arabia , country characterize diverse dialect rich cultural tradition . introduce saudiculture , novel benchmark design to evaluate cultural competence llm distinct geographical cultural context saudi arabia . saudiculture be comprehensive dataset question cover five major geographical region , such west , east , south , north , center , general question applicable region . dataset encompass broad spectrum cultural domain , include food , clothing , entertainment , celebration , craft . to ensure rigorous evaluation , saudiculture include question vary complexity , such open ended , single choice , multiple choice format , require multiple correct answer . additionally , dataset distinguishes common cultural knowledge specialized regional aspect . conduct extensive evaluation five llm , such , llama , fanar , jais , acegpt , analyze performance different question type cultural context . finding reveal model experience significant performance decline when face highly specialize region specific question , particularly require multiple correct response . additionally , certain cultural category be more easily identifiable others , far highlight inconsistency llms cultural understanding . result emphasize importance incorporate region specific knowledge llms training to enhance cultural competence ."
https://doi.org/10.48550/arXiv.2503.17460,"Reem Gody, Mahmoud Goudy, Ahmed Y. Tawfik",CL,21/03/2025,"convogen : enhance conversational ai synthetic data : multi agent approach paper , present convogen : innovative framework generate synthetic conversational data use multi agent system . method leverage few shot learning introduces iterative sample dynamically updated few shot hub to create diverse realistic conversational scenario . generate data have numerous application , include training evaluate conversational ai model , augment exist datasets task conversational intent classification conversation summarization . experiment demonstrate effectiveness method produce high quality diverse synthetic conversational data , highlight potential to enhance development evaluation conversational ai system ."
